user,entityId,entityType,eventType
vDvIFriy2NK_iufEBBN-2xyq_Xpfi4Ou,763640,product,impression
vDvIFriy2NK_iufEBBN-2xyq_Xpfi4Ou,764108,product,impression
vDvIFriy2NK_iufEBBN-2xyq_Xpfi4Ou,761644,product,impression
vDvIFriy2NK_iufEBBN-2xyq_Xpfi4Ou,761798,product,impression
vDvIFriy2NK_iufEBBN-2xyq_Xpfi4Ou,725809,product,impression
vDvIFriy2NK_iufEBBN-2xyq_Xpfi4Ou,551530,product,impression
vDvIFriy2NK_iufEBBN-2xyq_Xpfi4Ou,103071,product,impression
vDvIFriy2NK_iufEBBN-2xyq_Xpfi4Ou,176420,product,impression
vDvIFriy2NK_iufEBBN-2xyq_Xpfi4Ou,705910,product,impression
vDvIFriy2NK_iufEBBN-2xyq_Xpfi4Ou,403937,product,impression
vDvIFriy2NK_iufEBBN-2xyq_Xpfi4Ou,452452,product,impression
vDvIFriy2NK_iufEBBN-2xyq_Xpfi4Ou,433326,product,impression
vDvIFriy2NK_iufEBBN-2xyq_Xpfi4Ou,762052,product,impression
vDvIFriy2NK_iufEBBN-2xyq_Xpfi4Ou,768346,product,impression
vDvIFriy2NK_iufEBBN-2xyq_Xpfi4Ou,484030,product,impression
vDvIFriy2NK_iufEBBN-2xyq_Xpfi4Ou,479529,product,impression
vDvIFriy2NK_iufEBBN-2xyq_Xpfi4Ou,406999,product,impression
vDvIFriy2NK_iufEBBN-2xyq_Xpfi4Ou,483315,product,impression
vDvIFriy2NK_iufEBBN-2xyq_Xpfi4Ou,437619,product,impression
vDvIFriy2NK_iufEBBN-2xyq_Xpfi4Ou,473931,product,impression
vDvIFriy2NK_iufEBBN-2xyq_Xpfi4Ou,761833,product,impression
jD9eFgC_exKP1f0_tNtx4OYKk0bgb_ZL,750066,product,impression
pA06gIP5Krsn-zx-7QMzqjhxJsiwfDfq,628598,product,click
SmeDENLnRszsJWxXAGWKVE9skptAksE3,767015,product,impression
SmeDENLnRszsJWxXAGWKVE9skptAksE3,71745,product,impression
SmeDENLnRszsJWxXAGWKVE9skptAksE3,558558,product,impression
SmeDENLnRszsJWxXAGWKVE9skptAksE3,558234,product,impression
SmeDENLnRszsJWxXAGWKVE9skptAksE3,556356,product,impression
SmeDENLnRszsJWxXAGWKVE9skptAksE3,556038,product,impression
jD9eFgC_exKP1f0_tNtx4OYKk0bgb_ZL,756575,product,impression
SmeDENLnRszsJWxXAGWKVE9skptAksE3,555836,product,impression
jD9eFgC_exKP1f0_tNtx4OYKk0bgb_ZL,458856,product,impression
jD9eFgC_exKP1f0_tNtx4OYKk0bgb_ZL,601461,product,impression
SmeDENLnRszsJWxXAGWKVE9skptAksE3,555666,product,impression
SmeDENLnRszsJWxXAGWKVE9skptAksE3,554651,product,impression
SmeDENLnRszsJWxXAGWKVE9skptAksE3,600670,product,impression
SmeDENLnRszsJWxXAGWKVE9skptAksE3,599148,product,impression
SmeDENLnRszsJWxXAGWKVE9skptAksE3,598642,product,impression
SmeDENLnRszsJWxXAGWKVE9skptAksE3,597744,product,impression
SmeDENLnRszsJWxXAGWKVE9skptAksE3,597006,product,impression
SmeDENLnRszsJWxXAGWKVE9skptAksE3,596125,product,impression
jD9eFgC_exKP1f0_tNtx4OYKk0bgb_ZL,572581,product,impression
SmeDENLnRszsJWxXAGWKVE9skptAksE3,595896,product,impression
SmeDENLnRszsJWxXAGWKVE9skptAksE3,449149,product,impression
SmeDENLnRszsJWxXAGWKVE9skptAksE3,445724,product,impression
jD9eFgC_exKP1f0_tNtx4OYKk0bgb_ZL,580653,product,impression
SmeDENLnRszsJWxXAGWKVE9skptAksE3,445524,product,impression
SmeDENLnRszsJWxXAGWKVE9skptAksE3,445507,product,impression
SmeDENLnRszsJWxXAGWKVE9skptAksE3,445281,product,impression
SmeDENLnRszsJWxXAGWKVE9skptAksE3,445229,product,impression
SmeDENLnRszsJWxXAGWKVE9skptAksE3,445214,product,impression
jD9eFgC_exKP1f0_tNtx4OYKk0bgb_ZL,708450,product,impression
SmeDENLnRszsJWxXAGWKVE9skptAksE3,445183,product,impression
SmeDENLnRszsJWxXAGWKVE9skptAksE3,445095,product,impression
SmeDENLnRszsJWxXAGWKVE9skptAksE3,445091,product,impression
SmeDENLnRszsJWxXAGWKVE9skptAksE3,445084,product,impression
SmeDENLnRszsJWxXAGWKVE9skptAksE3,445023,product,impression
SmeDENLnRszsJWxXAGWKVE9skptAksE3,444967,product,impression
SmeDENLnRszsJWxXAGWKVE9skptAksE3,444356,product,impression
SmeDENLnRszsJWxXAGWKVE9skptAksE3,472580,product,impression
SmeDENLnRszsJWxXAGWKVE9skptAksE3,438390,product,impression
SmeDENLnRszsJWxXAGWKVE9skptAksE3,437062,product,impression
SmeDENLnRszsJWxXAGWKVE9skptAksE3,435574,product,impression
SmeDENLnRszsJWxXAGWKVE9skptAksE3,433953,product,impression
SmeDENLnRszsJWxXAGWKVE9skptAksE3,402222,product,impression
SmeDENLnRszsJWxXAGWKVE9skptAksE3,350902,product,impression
SmeDENLnRszsJWxXAGWKVE9skptAksE3,348094,product,impression
SmeDENLnRszsJWxXAGWKVE9skptAksE3,709735,product,impression
SmeDENLnRszsJWxXAGWKVE9skptAksE3,708624,product,impression
SmeDENLnRszsJWxXAGWKVE9skptAksE3,707747,product,impression
SmeDENLnRszsJWxXAGWKVE9skptAksE3,707376,product,impression
SmeDENLnRszsJWxXAGWKVE9skptAksE3,706905,product,impression
jD9eFgC_exKP1f0_tNtx4OYKk0bgb_ZL,660206,product,impression
SmeDENLnRszsJWxXAGWKVE9skptAksE3,706814,product,impression
SmeDENLnRszsJWxXAGWKVE9skptAksE3,724114,product,impression
SmeDENLnRszsJWxXAGWKVE9skptAksE3,723133,product,impression
SmeDENLnRszsJWxXAGWKVE9skptAksE3,722087,product,impression
jD9eFgC_exKP1f0_tNtx4OYKk0bgb_ZL,602198,product,impression
SmeDENLnRszsJWxXAGWKVE9skptAksE3,721501,product,impression
SmeDENLnRszsJWxXAGWKVE9skptAksE3,727643,product,impression
SmeDENLnRszsJWxXAGWKVE9skptAksE3,726579,product,impression
SmeDENLnRszsJWxXAGWKVE9skptAksE3,725672,product,impression
SmeDENLnRszsJWxXAGWKVE9skptAksE3,735583,product,impression
SmeDENLnRszsJWxXAGWKVE9skptAksE3,733096,product,impression
jD9eFgC_exKP1f0_tNtx4OYKk0bgb_ZL,532422,product,impression
SmeDENLnRszsJWxXAGWKVE9skptAksE3,732826,product,impression
jD9eFgC_exKP1f0_tNtx4OYKk0bgb_ZL,739107,product,impression
jD9eFgC_exKP1f0_tNtx4OYKk0bgb_ZL,741734,product,impression
jD9eFgC_exKP1f0_tNtx4OYKk0bgb_ZL,654071,product,impression
SmeDENLnRszsJWxXAGWKVE9skptAksE3,732498,product,impression
SmeDENLnRszsJWxXAGWKVE9skptAksE3,711715,product,impression
SmeDENLnRszsJWxXAGWKVE9skptAksE3,710415,product,impression
jD9eFgC_exKP1f0_tNtx4OYKk0bgb_ZL,524649,product,impression
SmeDENLnRszsJWxXAGWKVE9skptAksE3,715234,product,impression
jD9eFgC_exKP1f0_tNtx4OYKk0bgb_ZL,509734,product,impression
SmeDENLnRszsJWxXAGWKVE9skptAksE3,715208,product,impression
SmeDENLnRszsJWxXAGWKVE9skptAksE3,737228,product,impression
FO1_eaqAGMwMCJ5oPuGieljHt40whvOc,729227,product,impression
jD9eFgC_exKP1f0_tNtx4OYKk0bgb_ZL,481693,product,impression
jD9eFgC_exKP1f0_tNtx4OYKk0bgb_ZL,498286,product,impression
FO1_eaqAGMwMCJ5oPuGieljHt40whvOc,630894,product,impression
FO1_eaqAGMwMCJ5oPuGieljHt40whvOc,763479,product,impression
FO1_eaqAGMwMCJ5oPuGieljHt40whvOc,763466,product,impression
FO1_eaqAGMwMCJ5oPuGieljHt40whvOc,338617,product,impression
FO1_eaqAGMwMCJ5oPuGieljHt40whvOc,741188,product,impression
FO1_eaqAGMwMCJ5oPuGieljHt40whvOc,566995,product,impression
jD9eFgC_exKP1f0_tNtx4OYKk0bgb_ZL,522300,product,impression
FO1_eaqAGMwMCJ5oPuGieljHt40whvOc,697762,product,impression
FO1_eaqAGMwMCJ5oPuGieljHt40whvOc,396303,product,impression
jD9eFgC_exKP1f0_tNtx4OYKk0bgb_ZL,601392,product,impression
FO1_eaqAGMwMCJ5oPuGieljHt40whvOc,750064,product,impression
FO1_eaqAGMwMCJ5oPuGieljHt40whvOc,521200,product,impression
FO1_eaqAGMwMCJ5oPuGieljHt40whvOc,64503,product,impression
FO1_eaqAGMwMCJ5oPuGieljHt40whvOc,517336,product,impression
FO1_eaqAGMwMCJ5oPuGieljHt40whvOc,517331,product,impression
FO1_eaqAGMwMCJ5oPuGieljHt40whvOc,734631,product,impression
FO1_eaqAGMwMCJ5oPuGieljHt40whvOc,414228,product,impression
FO1_eaqAGMwMCJ5oPuGieljHt40whvOc,579223,product,impression
FO1_eaqAGMwMCJ5oPuGieljHt40whvOc,592155,product,impression
FO1_eaqAGMwMCJ5oPuGieljHt40whvOc,396436,product,impression
jD9eFgC_exKP1f0_tNtx4OYKk0bgb_ZL,511401,product,impression
FO1_eaqAGMwMCJ5oPuGieljHt40whvOc,425196,product,impression
FO1_eaqAGMwMCJ5oPuGieljHt40whvOc,396659,product,impression
FO1_eaqAGMwMCJ5oPuGieljHt40whvOc,575386,product,impression
jD9eFgC_exKP1f0_tNtx4OYKk0bgb_ZL,728520,product,impression
FO1_eaqAGMwMCJ5oPuGieljHt40whvOc,642164,product,impression
FO1_eaqAGMwMCJ5oPuGieljHt40whvOc,725960,product,impression
FO1_eaqAGMwMCJ5oPuGieljHt40whvOc,567076,product,impression
FO1_eaqAGMwMCJ5oPuGieljHt40whvOc,751058,product,impression
FO1_eaqAGMwMCJ5oPuGieljHt40whvOc,614189,product,impression
FO1_eaqAGMwMCJ5oPuGieljHt40whvOc,442725,product,impression
jD9eFgC_exKP1f0_tNtx4OYKk0bgb_ZL,596176,product,impression
FO1_eaqAGMwMCJ5oPuGieljHt40whvOc,618847,product,impression
jD9eFgC_exKP1f0_tNtx4OYKk0bgb_ZL,462990,product,impression
jD9eFgC_exKP1f0_tNtx4OYKk0bgb_ZL,713670,product,impression
FO1_eaqAGMwMCJ5oPuGieljHt40whvOc,592762,product,impression
FO1_eaqAGMwMCJ5oPuGieljHt40whvOc,603988,product,impression
FO1_eaqAGMwMCJ5oPuGieljHt40whvOc,518627,product,impression
FO1_eaqAGMwMCJ5oPuGieljHt40whvOc,518510,product,impression
jD9eFgC_exKP1f0_tNtx4OYKk0bgb_ZL,595200,product,impression
jD9eFgC_exKP1f0_tNtx4OYKk0bgb_ZL,689419,product,impression
FO1_eaqAGMwMCJ5oPuGieljHt40whvOc,364166,product,impression
FO1_eaqAGMwMCJ5oPuGieljHt40whvOc,368666,product,impression
FO1_eaqAGMwMCJ5oPuGieljHt40whvOc,71815,product,impression
FO1_eaqAGMwMCJ5oPuGieljHt40whvOc,692329,product,impression
FO1_eaqAGMwMCJ5oPuGieljHt40whvOc,747800,product,impression
FO1_eaqAGMwMCJ5oPuGieljHt40whvOc,703786,product,impression
FO1_eaqAGMwMCJ5oPuGieljHt40whvOc,498036,product,impression
FO1_eaqAGMwMCJ5oPuGieljHt40whvOc,266013,product,impression
FO1_eaqAGMwMCJ5oPuGieljHt40whvOc,98251,product,impression
FO1_eaqAGMwMCJ5oPuGieljHt40whvOc,415073,product,impression
FO1_eaqAGMwMCJ5oPuGieljHt40whvOc,689892,product,impression
FO1_eaqAGMwMCJ5oPuGieljHt40whvOc,566708,product,impression
FO1_eaqAGMwMCJ5oPuGieljHt40whvOc,731829,product,impression
FO1_eaqAGMwMCJ5oPuGieljHt40whvOc,680516,product,impression
FO1_eaqAGMwMCJ5oPuGieljHt40whvOc,523170,product,impression
FO1_eaqAGMwMCJ5oPuGieljHt40whvOc,568097,product,impression
FO1_eaqAGMwMCJ5oPuGieljHt40whvOc,586581,product,impression
jD9eFgC_exKP1f0_tNtx4OYKk0bgb_ZL,583393,product,impression
FO1_eaqAGMwMCJ5oPuGieljHt40whvOc,590222,product,impression
FO1_eaqAGMwMCJ5oPuGieljHt40whvOc,745127,product,impression
FO1_eaqAGMwMCJ5oPuGieljHt40whvOc,589585,product,impression
jD9eFgC_exKP1f0_tNtx4OYKk0bgb_ZL,686750,product,impression
FO1_eaqAGMwMCJ5oPuGieljHt40whvOc,620981,product,impression
FO1_eaqAGMwMCJ5oPuGieljHt40whvOc,340546,product,impression
FO1_eaqAGMwMCJ5oPuGieljHt40whvOc,574997,product,impression
FO1_eaqAGMwMCJ5oPuGieljHt40whvOc,707326,product,impression
ctqVKI7UST7swU0YkqySQuT2RdQ8nndY,755670,product,impression
ctqVKI7UST7swU0YkqySQuT2RdQ8nndY,471259,product,impression
ctqVKI7UST7swU0YkqySQuT2RdQ8nndY,481049,product,impression
jD9eFgC_exKP1f0_tNtx4OYKk0bgb_ZL,600839,product,impression
ctqVKI7UST7swU0YkqySQuT2RdQ8nndY,416326,product,impression
ctqVKI7UST7swU0YkqySQuT2RdQ8nndY,754526,product,impression
jD9eFgC_exKP1f0_tNtx4OYKk0bgb_ZL,707531,product,impression
ctqVKI7UST7swU0YkqySQuT2RdQ8nndY,739584,product,impression
ctqVKI7UST7swU0YkqySQuT2RdQ8nndY,764896,product,impression
jD9eFgC_exKP1f0_tNtx4OYKk0bgb_ZL,651884,product,impression
ctqVKI7UST7swU0YkqySQuT2RdQ8nndY,758025,product,impression
jD9eFgC_exKP1f0_tNtx4OYKk0bgb_ZL,622391,product,impression
ctqVKI7UST7swU0YkqySQuT2RdQ8nndY,416599,product,impression
ctqVKI7UST7swU0YkqySQuT2RdQ8nndY,427028,product,impression
jD9eFgC_exKP1f0_tNtx4OYKk0bgb_ZL,681457,product,impression
ctqVKI7UST7swU0YkqySQuT2RdQ8nndY,764810,product,impression
ctqVKI7UST7swU0YkqySQuT2RdQ8nndY,765914,product,impression
ctqVKI7UST7swU0YkqySQuT2RdQ8nndY,764683,product,impression
ctqVKI7UST7swU0YkqySQuT2RdQ8nndY,766631,product,impression
ctqVKI7UST7swU0YkqySQuT2RdQ8nndY,767125,product,impression
ctqVKI7UST7swU0YkqySQuT2RdQ8nndY,540300,product,impression
ctqVKI7UST7swU0YkqySQuT2RdQ8nndY,582680,product,impression
ctqVKI7UST7swU0YkqySQuT2RdQ8nndY,592707,product,impression
ctqVKI7UST7swU0YkqySQuT2RdQ8nndY,593135,product,impression
ctqVKI7UST7swU0YkqySQuT2RdQ8nndY,584558,product,impression
ctqVKI7UST7swU0YkqySQuT2RdQ8nndY,651104,product,impression
ctqVKI7UST7swU0YkqySQuT2RdQ8nndY,691076,product,impression
ctqVKI7UST7swU0YkqySQuT2RdQ8nndY,709887,product,impression
jD9eFgC_exKP1f0_tNtx4OYKk0bgb_ZL,764131,product,impression
ctqVKI7UST7swU0YkqySQuT2RdQ8nndY,707799,product,impression
ctqVKI7UST7swU0YkqySQuT2RdQ8nndY,730108,product,impression
ctqVKI7UST7swU0YkqySQuT2RdQ8nndY,734989,product,impression
jD9eFgC_exKP1f0_tNtx4OYKk0bgb_ZL,766419,product,impression
jD9eFgC_exKP1f0_tNtx4OYKk0bgb_ZL,762119,product,impression
ctqVKI7UST7swU0YkqySQuT2RdQ8nndY,692505,product,impression
jD9eFgC_exKP1f0_tNtx4OYKk0bgb_ZL,704364,product,impression
ctqVKI7UST7swU0YkqySQuT2RdQ8nndY,660588,product,impression
ctqVKI7UST7swU0YkqySQuT2RdQ8nndY,662531,product,impression
jD9eFgC_exKP1f0_tNtx4OYKk0bgb_ZL,749815,product,impression
jD9eFgC_exKP1f0_tNtx4OYKk0bgb_ZL,680026,product,impression
jD9eFgC_exKP1f0_tNtx4OYKk0bgb_ZL,666489,product,impression
ctqVKI7UST7swU0YkqySQuT2RdQ8nndY,706763,product,impression
ctqVKI7UST7swU0YkqySQuT2RdQ8nndY,603000,product,impression
ctqVKI7UST7swU0YkqySQuT2RdQ8nndY,604924,product,impression
ctqVKI7UST7swU0YkqySQuT2RdQ8nndY,571371,product,impression
ctqVKI7UST7swU0YkqySQuT2RdQ8nndY,559705,product,impression
ctqVKI7UST7swU0YkqySQuT2RdQ8nndY,586350,product,impression
ctqVKI7UST7swU0YkqySQuT2RdQ8nndY,534272,product,impression
ctqVKI7UST7swU0YkqySQuT2RdQ8nndY,525331,product,impression
jD9eFgC_exKP1f0_tNtx4OYKk0bgb_ZL,712968,product,impression
jD9eFgC_exKP1f0_tNtx4OYKk0bgb_ZL,743428,product,impression
jD9eFgC_exKP1f0_tNtx4OYKk0bgb_ZL,684596,product,impression
ctqVKI7UST7swU0YkqySQuT2RdQ8nndY,482770,product,impression
ctqVKI7UST7swU0YkqySQuT2RdQ8nndY,456544,product,impression
ctqVKI7UST7swU0YkqySQuT2RdQ8nndY,621528,product,impression
ctqVKI7UST7swU0YkqySQuT2RdQ8nndY,712997,product,impression
ctqVKI7UST7swU0YkqySQuT2RdQ8nndY,731344,product,impression
ctqVKI7UST7swU0YkqySQuT2RdQ8nndY,666444,product,impression
jD9eFgC_exKP1f0_tNtx4OYKk0bgb_ZL,682546,product,impression
ctqVKI7UST7swU0YkqySQuT2RdQ8nndY,494443,product,impression
jD9eFgC_exKP1f0_tNtx4OYKk0bgb_ZL,767484,product,impression
ctqVKI7UST7swU0YkqySQuT2RdQ8nndY,740870,product,impression
ctqVKI7UST7swU0YkqySQuT2RdQ8nndY,722107,product,impression
jD9eFgC_exKP1f0_tNtx4OYKk0bgb_ZL,749179,product,impression
jD9eFgC_exKP1f0_tNtx4OYKk0bgb_ZL,730124,product,impression
ctqVKI7UST7swU0YkqySQuT2RdQ8nndY,530802,product,impression
ctqVKI7UST7swU0YkqySQuT2RdQ8nndY,531960,product,impression
ctqVKI7UST7swU0YkqySQuT2RdQ8nndY,489213,product,impression
jD9eFgC_exKP1f0_tNtx4OYKk0bgb_ZL,691766,product,impression
jD9eFgC_exKP1f0_tNtx4OYKk0bgb_ZL,684586,product,impression
ctqVKI7UST7swU0YkqySQuT2RdQ8nndY,578113,product,impression
ctqVKI7UST7swU0YkqySQuT2RdQ8nndY,595643,product,impression
ctqVKI7UST7swU0YkqySQuT2RdQ8nndY,690906,product,impression
ctqVKI7UST7swU0YkqySQuT2RdQ8nndY,658748,product,impression
jD9eFgC_exKP1f0_tNtx4OYKk0bgb_ZL,759173,product,impression
ctqVKI7UST7swU0YkqySQuT2RdQ8nndY,658827,product,impression
ctqVKI7UST7swU0YkqySQuT2RdQ8nndY,715639,product,impression
ctqVKI7UST7swU0YkqySQuT2RdQ8nndY,715920,product,impression
ctqVKI7UST7swU0YkqySQuT2RdQ8nndY,714318,product,impression
QWUTqqgW0MaWQ1zFc3hSMgz1HEnFmECl,714706,product,click
ctqVKI7UST7swU0YkqySQuT2RdQ8nndY,725542,product,impression
IWAsa5OEqMrO6ZnnTLr28R2UlL0S2-8h,332357,product,impression
ctqVKI7UST7swU0YkqySQuT2RdQ8nndY,728529,product,impression
ctqVKI7UST7swU0YkqySQuT2RdQ8nndY,733600,product,impression
j-fjQWCddHocFZ4L6eAX4afunHqpT2C7,705217,product,impression
IWAsa5OEqMrO6ZnnTLr28R2UlL0S2-8h,477647,product,impression
IWAsa5OEqMrO6ZnnTLr28R2UlL0S2-8h,237170,product,impression
j-fjQWCddHocFZ4L6eAX4afunHqpT2C7,611084,product,impression
j-fjQWCddHocFZ4L6eAX4afunHqpT2C7,709679,product,impression
j-fjQWCddHocFZ4L6eAX4afunHqpT2C7,720271,product,impression
j-fjQWCddHocFZ4L6eAX4afunHqpT2C7,574957,product,impression
j-fjQWCddHocFZ4L6eAX4afunHqpT2C7,653925,product,impression
j-fjQWCddHocFZ4L6eAX4afunHqpT2C7,715059,product,impression
j-fjQWCddHocFZ4L6eAX4afunHqpT2C7,578229,product,impression
j-fjQWCddHocFZ4L6eAX4afunHqpT2C7,698221,product,impression
j-fjQWCddHocFZ4L6eAX4afunHqpT2C7,711266,product,impression
IWAsa5OEqMrO6ZnnTLr28R2UlL0S2-8h,767380,product,impression
j-fjQWCddHocFZ4L6eAX4afunHqpT2C7,600829,product,impression
j-fjQWCddHocFZ4L6eAX4afunHqpT2C7,663377,product,impression
j-fjQWCddHocFZ4L6eAX4afunHqpT2C7,654495,product,impression
j-fjQWCddHocFZ4L6eAX4afunHqpT2C7,764193,product,impression
j-fjQWCddHocFZ4L6eAX4afunHqpT2C7,767236,product,impression
j-fjQWCddHocFZ4L6eAX4afunHqpT2C7,766340,product,impression
j-fjQWCddHocFZ4L6eAX4afunHqpT2C7,568631,product,impression
IWAsa5OEqMrO6ZnnTLr28R2UlL0S2-8h,765803,product,impression
j-fjQWCddHocFZ4L6eAX4afunHqpT2C7,698212,product,impression
j-fjQWCddHocFZ4L6eAX4afunHqpT2C7,691832,product,impression
j-fjQWCddHocFZ4L6eAX4afunHqpT2C7,719818,product,impression
j-fjQWCddHocFZ4L6eAX4afunHqpT2C7,694651,product,impression
j-fjQWCddHocFZ4L6eAX4afunHqpT2C7,739414,product,impression
j-fjQWCddHocFZ4L6eAX4afunHqpT2C7,696355,product,impression
j-fjQWCddHocFZ4L6eAX4afunHqpT2C7,670381,product,impression
j-fjQWCddHocFZ4L6eAX4afunHqpT2C7,670597,product,impression
j-fjQWCddHocFZ4L6eAX4afunHqpT2C7,655348,product,impression
IWAsa5OEqMrO6ZnnTLr28R2UlL0S2-8h,762130,product,impression
j-fjQWCddHocFZ4L6eAX4afunHqpT2C7,762272,product,impression
IWAsa5OEqMrO6ZnnTLr28R2UlL0S2-8h,719226,product,impression
j-fjQWCddHocFZ4L6eAX4afunHqpT2C7,676919,product,impression
j-fjQWCddHocFZ4L6eAX4afunHqpT2C7,685506,product,impression
j-fjQWCddHocFZ4L6eAX4afunHqpT2C7,679227,product,impression
j-fjQWCddHocFZ4L6eAX4afunHqpT2C7,339168,product,impression
j-fjQWCddHocFZ4L6eAX4afunHqpT2C7,748815,product,impression
IWAsa5OEqMrO6ZnnTLr28R2UlL0S2-8h,720091,product,impression
j-fjQWCddHocFZ4L6eAX4afunHqpT2C7,712866,product,impression
j-fjQWCddHocFZ4L6eAX4afunHqpT2C7,719460,product,impression
j-fjQWCddHocFZ4L6eAX4afunHqpT2C7,737655,product,impression
j-fjQWCddHocFZ4L6eAX4afunHqpT2C7,574211,product,impression
j-fjQWCddHocFZ4L6eAX4afunHqpT2C7,738714,product,impression
j-fjQWCddHocFZ4L6eAX4afunHqpT2C7,735812,product,impression
j-fjQWCddHocFZ4L6eAX4afunHqpT2C7,747239,product,impression
j-fjQWCddHocFZ4L6eAX4afunHqpT2C7,758828,product,impression
j-fjQWCddHocFZ4L6eAX4afunHqpT2C7,759364,product,impression
j-fjQWCddHocFZ4L6eAX4afunHqpT2C7,758772,product,impression
j-fjQWCddHocFZ4L6eAX4afunHqpT2C7,738806,product,impression
IWAsa5OEqMrO6ZnnTLr28R2UlL0S2-8h,514137,product,impression
j-fjQWCddHocFZ4L6eAX4afunHqpT2C7,671805,product,impression
j-fjQWCddHocFZ4L6eAX4afunHqpT2C7,588295,product,impression
j-fjQWCddHocFZ4L6eAX4afunHqpT2C7,567810,product,impression
IWAsa5OEqMrO6ZnnTLr28R2UlL0S2-8h,580033,product,impression
j-fjQWCddHocFZ4L6eAX4afunHqpT2C7,565296,product,impression
j-fjQWCddHocFZ4L6eAX4afunHqpT2C7,673651,product,impression
j-fjQWCddHocFZ4L6eAX4afunHqpT2C7,590824,product,impression
j-fjQWCddHocFZ4L6eAX4afunHqpT2C7,737218,product,impression
j-fjQWCddHocFZ4L6eAX4afunHqpT2C7,516951,product,impression
